name,club,profile_image,year,market_value
None,None,None,None,None
Cesare Tramacere,Art. Ind. Larcianese,https://img.a.transfermarkt.technology/portrait/small/921450-1641553309.jpg?lm=1,21,-
Michael Eberl,Union Vöcklamarkt,https://img.a.transfermarkt.technology/portrait/small/231346-1562069151.jpg?lm=1,30,-
Gabriele Mazzoleni,Real Calepina FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€25k
Oliver Fobassam,SpVgg Greuther Fürth II,https://img.a.transfermarkt.technology/portrait/small/690218-1657044809.jpg?lm=1,20,€200k
None,None,None,None,None
Jamil Najjar,Borussia Mönchengladbach II,https://img.a.transfermarkt.technology/portrait/small/690182-1638382975.jpg?lm=1,20,€150k
aim4more sportsmanagement,None,None,None,None
Arne Michaelis,UCF Knights (University of Central Florida),https://img.a.transfermarkt.technology/portrait/small/522701-1649744654.jpeg?lm=1,20,-
Quentin Seidel,FC Eilenburg,https://img.a.transfermarkt.technology/portrait/small/688640-1659902486.jpg?lm=1,20,€50k
Felix Meyer,VfB Frohnhausen II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Jan Marvin Krüger,SV Schmölln 1913,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Leo Weichert,FC Gütersloh,https://img.a.transfermarkt.technology/portrait/small/696118-1660285369.jpg?lm=1,20,€25k
Max Rosenfelder,SC Freiburg,https://img.a.transfermarkt.technology/portrait/small/599419-1658503667.jpg?lm=1,20,€500k
Lasse Wilhelm,1.FSV Mainz 05 II,https://img.a.transfermarkt.technology/portrait/small/692020-1663019329.jpg?lm=1,20,€200k
Marek Bleise,FV Ravensburg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Jonas Simonsen,Krokelvdalen IL,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Lucas Beato,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Ricardo Cardoso,AD Ninense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Daniel Carvalho,CD Tondela,https://img.a.transfermarkt.technology/portrait/small/16223-1592215259.jpg?lm=1,40,-
Rashid Tourè Ousmane,USD Caravaggio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Rui Patrício,AS Roma,https://img.a.transfermarkt.technology/portrait/small/45026-1661350448.jpg?lm=1,35,€5.00m
Trincão,Sporting CP,https://img.a.transfermarkt.technology/portrait/small/412669-1666100780.jpg?lm=1,23,€12.00m
Kikas,CF Estrela Amadora SAD,https://img.a.transfermarkt.technology/portrait/small/383807-1515510957.jpg?lm=1,25,€475k
Simão Pipo,Lusitano Vildemoinhos,https://img.a.transfermarkt.technology/portrait/small/514251-1500558387.jpg?lm=1,24,-
Pedro Gomes,Moreirense FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,82,-
Vasco Gaspar,Without Club,https://img.a.transfermarkt.technology/portrait/small/650569-1572260499.jpg?lm=1,20,-
Marcos Felício,FC Ferreiras,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Rodolfo Cardoso,CD Santa Clara Sub-23,https://img.a.transfermarkt.technology/portrait/small/298-1493293351.jpg?lm=1,55,-
Gonçalo Paralvas,AD Oliveirense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Kikas,CF Estrela Amadora SAD,https://img.a.transfermarkt.technology/portrait/small/383807-1515510957.jpg?lm=1,25,€475k
Matheus Machado,SV Zulte Waregem,https://img.a.transfermarkt.technology/portrait/small/1099718-1674326838.png?lm=1,20,€400k
Diego Souza,Sporting CP B,https://img.a.transfermarkt.technology/portrait/small/83942-1629879486.jpg?lm=1,39,-
Amadi Bacurim,Real Ávila CF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Pedro,Sport Club Corinthians Paulista,https://img.a.transfermarkt.technology/portrait/small/1004741-1673542080.png?lm=1,17,€7.00m
João Teixeira,Jeunesse Esch,https://img.a.transfermarkt.technology/portrait/small/344893-1660896460.png?lm=1,27,€10k
Pedro,Sport Club Corinthians Paulista,https://img.a.transfermarkt.technology/portrait/small/1004741-1673542080.png?lm=1,17,€7.00m
Carlos Eduardo,Botafogo de Futebol e Regatas,https://img.a.transfermarkt.technology/portrait/small/52406-1580201414.jpg?lm=1,36,-
Ricardo Fernandes,Pedrouços AC,https://img.a.transfermarkt.technology/portrait/small/s_9833_2783_2010_1.jpg?lm=1,45,-
Maicon,Without Club,https://img.a.transfermarkt.technology/portrait/small/50047-1571658781.jpg?lm=1,38,€100k
Luis Chávez,Dynamo Moscow,https://img.a.transfermarkt.technology/portrait/small/331059-1693158645.png?lm=1,27,€8.00m
Geovani Silva,FK Oleksandriya,https://img.a.transfermarkt.technology/portrait/small/81746-1638979402.jpg?lm=1,59,-
Ferreirinha,FC Foz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Orriça,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Abdul Alhassan,Unknown,https://img.a.transfermarkt.technology/portrait/small/572964-1524406472.JPG?lm=1,27,-
Martim Marques,FC Lugano,https://img.a.transfermarkt.technology/portrait/small/927734-1697635273.jpg?lm=1,19,€1.00m
Antal Bencze,Kazincbarcikai SC,https://img.a.transfermarkt.technology/portrait/small/716525-1631004041.jpg?lm=1,21,€100k
Tiago Ronaldo,Pevidém SC,https://img.a.transfermarkt.technology/portrait/small/69360-1500042500.jpg?lm=1,34,-
None,None,None,None,None
Felipe Dini,CF Os Belenenses,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,€125k
Martim Duarte,Vitória de Guimarães SC U17,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,16,-
Marocas,Imortal DC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
4G Sport Marketing Agency,None,None,None,None
Luís Estefano,Varzim SC B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Fábio Faria,AD Camacha,https://img.a.transfermarkt.technology/portrait/small/s_66419_2995_2010_1.jpg?lm=1,34,-
Abdoulaye Bah,AS Bisceglie 1913,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Diogo Firmino,USC Paredes,https://img.a.transfermarkt.technology/portrait/small/353845-1441634579.jpg?lm=1,27,-
Gonçalo Medeiros,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Hugo Alcântara,Al-Tai FC,https://img.a.transfermarkt.technology/portrait/small/s_17362_679_2010_1.jpg?lm=1,44,-
Bernardo Silva,Manchester City,https://img.a.transfermarkt.technology/portrait/small/241641-1684311533.jpg?lm=1,29,€80.00m
Edson Canhão,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,46,-
Eduardo Esteves,FC Vizela U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Jorge Miguel,AD Fafe,https://img.a.transfermarkt.technology/portrait/small/205120-1541089192.jpg?lm=1,33,-
Nuno Barbosa,SC Vianense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Zack Blackwell,Real SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Ricardo van der Laan,CD Barco,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
David Romana,Benfica Castelo Branco,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Prodigy Players,None,None,None,None
Joel Sousa,CD Tondela,https://img.a.transfermarkt.technology/portrait/small/514218-1500557787.jpg?lm=1,23,€100k
Gonçalo Machado,SC Braga B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Pedro Virgínia,FC Porto U19,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Wan Cho,Pocheon Citizen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Paulo Bonamigo,SC Mirandela,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,63,-
Jonathan,Criciúma Esporte Clube,https://img.a.transfermarkt.technology/portrait/small/147366-1599126192.jpg?lm=1,31,€300k
Rodrigo Simão,Clube Operário Desportivo,https://img.a.transfermarkt.technology/portrait/small/676118-1559031339.jpg?lm=1,23,-
Pablo,Esporte Clube Vitória,https://img.a.transfermarkt.technology/portrait/small/170366-1551699857.png?lm=1,30,€350k
Moisés Conceição,Leixões SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€150k
Fábio Ronaldo,Rio Ave FC,https://img.a.transfermarkt.technology/portrait/small/742506-1676548424.jpg?lm=1,22,€1.00m
Rodrigo Martins,GD Estoril Praia,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,€700k
Bebeto,Sampaio Corrêa Futebol Clube (MA),https://img.a.transfermarkt.technology/portrait/small/26541-1490099471.jpg?lm=1,59,-
Yan Said,SC Braga B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Diogo Pinto,NK Olimpija Ljubljana,https://img.a.transfermarkt.technology/portrait/small/462252-1663603400.png?lm=1,24,€300k
None,None,None,None,None
Agostinho,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,48,-
Lucas Oliveira,Cruzeiro Esporte Clube,https://img.a.transfermarkt.technology/portrait/small/592373-1634632889.jpg?lm=1,27,€2.50m
Lukas Hornicek,SC Braga,https://img.a.transfermarkt.technology/portrait/small/629773-1641552084.png?lm=1,21,€2.00m
Diogo Águas,SC Braga U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
None,None,None,None,None
Agostinho Mané,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Toki Hirosawa,Académica Coimbra,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Diogo Motty,CD Rabo de Peixe,https://img.a.transfermarkt.technology/portrait/small/676117-1559031382.jpg?lm=1,23,-
Miguel Veloso,Pisa Sporting Club,https://img.a.transfermarkt.technology/portrait/small/43848-1630660740.jpg?lm=1,37,€500k
Tiago Antunes,CD Trofense,https://img.a.transfermarkt.technology/portrait/small/575712-1668176552.jpg?lm=1,20,-
Pedrinho,UNAN Managua,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Paulo Ferreira,AS Roma,https://img.a.transfermarkt.technology/portrait/small/9832-1683041290.jpg?lm=1,44,-
Alexander Sandahl,SL Benfica U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Diego Llorente,AS Roma,https://img.a.transfermarkt.technology/portrait/small/246291-1675246130.jpg?lm=1,30,€8.00m
Mica Évora,Amora FC B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Cardoso,Nagaworld FC,https://img.a.transfermarkt.technology/portrait/small/s_56727_2125_2012_2.jpg?lm=1,39,-
Ivan Cardoso,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€125k
João Cardoso,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Steve Dessart,RAS Jodoigne,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Lukas Thonhofer,SC Bruck/Mur,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Marcel Menges,TSG Weinheim,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Antonio Bokanovic,Dornbirner SV,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Giacomo Riccardi,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Marko Brkic,NK Brinje Grosuplje,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€100k
None,None,None,None,None
Patrick Vieira,Bayer 04 Leverkusen,https://img.a.transfermarkt.technology/portrait/small/3183-1458213441.jpg?lm=1,47,-
Lucas Hasler,USV Eschen/Mauren II,https://img.a.transfermarkt.technology/portrait/small/584772-1686215727.jpg?lm=1,19,-
Yassine Gharsallah,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Roland Krempler,Union Vöcklamarkt II,https://img.a.transfermarkt.technology/portrait/small/509851-1503507428.JPG?lm=1,22,-
Jonathan,Diagoras Rodou,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€25k
Ivan Cristovinho,None,None,None,None
Fabian Hasenrath,SV Allerheiligen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Florian Silberberger,FC Bruckhäusl,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
None,None,None,None,None
Denis Sinanovic,ASK Klagenfurt,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Philipp Zwenig,FC Natters,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Martin Krizic,SCR Altach Juniors,https://img.a.transfermarkt.technology/portrait/small/784716-1660308748.png?lm=1,20,-
Kilian Chyla,SC Leopoldsdorf/Wien,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Alexander Hofbauer,SV Lebring,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Niklas Zauner,SV Kematen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Stefano Ratti,Sangiovannese 1927,https://img.a.transfermarkt.technology/portrait/small/976090-1700470261.jpg?lm=1,19,-
None,None,None,None,None
Davide Valli,Real Calepina FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€25k
Nicola Guelfi,USD Fezzanese,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Giorgio Regantini,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Alessio Filippi,Sangiovannese Youth,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Eagle Football Agency,None,None,None,None
Philipp Reiffer,FC Red Star Zürich,https://img.a.transfermarkt.technology/portrait/small/66261-1437692177.jpg?lm=1,40,-
Martin Schertler,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Sebastian Völker,SV Todesfelde II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Kristian Nushi,None,https://img.a.transfermarkt.technology/portrait/small/4779-1616339118.jpg?lm=1,41,-
Davide Favaro,US Pontelungo 1949,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
DONY Management AG,None,None,None,None
Filippo Moretti,ASD Castello Città Di Cantù,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,€25k
Rui Patrício,AS Roma,https://img.a.transfermarkt.technology/portrait/small/45026-1661350448.jpg?lm=1,35,€5.00m
None,None,None,None,None
Nathan Claxton,Académica de Coimbra U23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Benjamin Mesic,US Mondorf-Les-Bains,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Timo Ebert,SC Staaken 1919,https://img.a.transfermarkt.technology/portrait/small/606505-1638384920.jpg?lm=1,21,-
Nuno Sualehe,SF Palmense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Diogo Santos,Without Club,https://img.a.transfermarkt.technology/portrait/small/85861-1537526719.png?lm=1,39,-
Alexis Sánchez,Inter Milan,https://img.a.transfermarkt.technology/portrait/small/40433-1660118147.jpg?lm=1,34,€4.00m
Ruben Moreira,FC Lixa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Tiago Ronaldo,Pevidém SC,https://img.a.transfermarkt.technology/portrait/small/69360-1500042500.jpg?lm=1,34,-
João Araújo,NK Jarun,https://img.a.transfermarkt.technology/portrait/small/608442-1693426338.JPG?lm=1,26,€150k
None,None,None,None,None
João Rodrigo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
Lukas Brix,Without Club,https://img.a.transfermarkt.technology/portrait/small/690217-1643901017.jpg?lm=1,20,-
Luis Pedro Cavanda,Without Club,https://img.a.transfermarkt.technology/portrait/small/102192-1473587119.jpeg?lm=1,32,€100k
António Montez,Vitória Setúbal FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Fabio Curia,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Mika Gabelmann,Eintracht Mahlsdorf,https://img.a.transfermarkt.technology/portrait/small/692622-1638382920.jpg?lm=1,20,-
Milos Cvjetinovic,Tennis Borussia Berlin,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Fabio Orlick,Bremer SV,https://img.a.transfermarkt.technology/portrait/small/604191-1695111551.jpg?lm=1,20,€25k
None,None,None,None,None
Diogo Izata,AS FC Buzau,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€175k
Djibril Djeukam Nana,Without Club,https://img.a.transfermarkt.technology/portrait/small/604355-1629992083.jpg?lm=1,20,-
None,None,None,None,None
Mattis Hoppe,VfB Stuttgart II,https://img.a.transfermarkt.technology/portrait/small/666169-1629992200.jpg?lm=1,20,€150k
Maik Pörner,TSV Hehlingen,https://img.a.transfermarkt.technology/portrait/small/690292-1643901317.jpg?lm=1,20,-
Jan Schlenger,SV Rödinghausen II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Rúben Amaral,Al-Wahda FC,https://img.a.transfermarkt.technology/portrait/small/624826-1552403077.jpg?lm=1,22,€1.00m
Madiu Bari,GS Mazara 1946,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Rodrigo Guedes,SC Vianense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Tomás Couto,CD Trofense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Roberto Laurel,UD Alzira,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€25k
Luigi Ciuffini,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
None,None,None,None,None
Marek Blazej,USC Muckendorf/Zeiselmaue,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Alex Kniezanrek,SCG Eckartsau,https://img.a.transfermarkt.technology/portrait/small/307452-1461067053.jpg?lm=1,24,-
None,None,None,None,None
None,None,None,None,None
Daniel Makric,FC Kennelbach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Lukas Klamert,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Patrik Ruzicka,SV Waidhofen/Thaya,https://img.a.transfermarkt.technology/portrait/small/408842-1546729061.jpg?lm=1,29,-
Lorenz Stöckl,FC Natters,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Peter Weiss,FC Seefelder Plateau ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,60,-
Filip Radosta,Jiskra Trebon,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Zan Sprincnik,NK Dravograd,https://img.a.transfermarkt.technology/portrait/small/701245-1609770863.png?lm=1,21,-
Zeljko Vitanovic,SK Jenbach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Akim Chizuka,FCM Traiskirchen,https://img.a.transfermarkt.technology/portrait/small/670135-1660302991.png?lm=1,19,-
Lorenz Mayrhuber,SV Wallern,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Noah Schiffner,SK Fürstenfeld,https://img.a.transfermarkt.technology/portrait/small/602648-1583443254.jpg?lm=1,20,-
Mak Bosnic,SV Wienerberg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Rudolf Holzknecht,WSG Tirol 1c,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Petar Bojovic,RSC Oheytois,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
Marco Roskopf,SV Leobendorf,https://img.a.transfermarkt.technology/portrait/small/602784-1695810315.jpg?lm=1,20,-
Kilian Kargl,SC Rabenstein,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Bruno Simão,Académico de Viseu Sub-23,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Alejandro Peiró,Muro CF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Luis Velázquez,Hércules CF B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
None,None,None,None,None
Rafa Roldán,Algeciras CF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€100k
Niccolò Rotondo,US Grosseto 1912,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,€50k
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Roberto Polese,Real Calepina FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Lorenzo Santini,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Daniele Massaro,AC Milan,https://img.a.transfermarkt.technology/portrait/small/s_102480_123_2012_1.jpg?lm=1,62,-
None,None,None,None,None
Pablo Rosario,OGC Nice,https://img.a.transfermarkt.technology/portrait/small/370791-1613229620.jpg?lm=1,26,€6.00m
Football Service srl,None,None,None,None
Alessandro Seghi,SSD Ponte Buggianese,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
BERETTA GIOVANNI,None,None,None,None
None,None,None,None,None
Matteo Senise,Asti Giovanili,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Riccardo Oggionni,SS  Luciano Manara,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Antonio Spanò,Cittanova Giovanili,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Alessio D'Aniello,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Alex Fazio,Without Club,https://img.a.transfermarkt.technology/portrait/small/928226-1650534731.png?lm=1,20,-
Wesley Geuens,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Emanuele Labruzzo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Julian Weigl,Borussia Mönchengladbach,https://img.a.transfermarkt.technology/portrait/small/196792-1662965628.jpg?lm=1,28,€10.00m
Steven De Pauw,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Gabriel Manzella,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Philipp Mühlthaler,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Dominik Ivkic,KF Fushë Kosova,https://img.a.transfermarkt.technology/portrait/small/351785-1508362794.jpg?lm=1,26,€175k
Kai Boham,SC Telstar U21,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Mark Habetler,SR Donaufeld,https://img.a.transfermarkt.technology/portrait/small/495809-1694004466.jpg?lm=1,20,-
Anthony Moulin,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Lokman Topduman,AKA Vorarlberg U15,https://img.a.transfermarkt.technology/portrait/small/s_59788_7780_2010_1.jpg?lm=1,34,-
JA Sportmarketing,None,None,None,None
Fabijan Palic,SV Allerheiligen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Mikhail Kalini,1.FC Bisamberg,https://img.a.transfermarkt.technology/portrait/small/692604-1660032840.png?lm=1,19,-
Luca Wimhofer,SV Horn,https://img.a.transfermarkt.technology/portrait/small/696524-1694510390.jpg?lm=1,19,€175k
Davide Piras,SV Thal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Christiano Ivkic,SV Dinamo Helfort 15,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Robert Demeter,SV Hall,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Matteo Bajo,WSG Tirol 1c,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Saleamlak Gigler,Sportunion Semriach,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Stephan Dorfmayr,SV Austria Salzburg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
None,None,None,None,None
Angelo Gattermayer,SV Waldhof Mannheim,https://img.a.transfermarkt.technology/portrait/small/523870-1689324393.jpg?lm=1,21,€200k
Anes Memic,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Sebastian Voglmaier,UFC Hallein,https://img.a.transfermarkt.technology/portrait/small/602654-1684586219.png?lm=1,20,-
Niklas Frewein,TUS Bad Waltersdorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Paul Staudinger,SK Vorwärts Steyr,https://img.a.transfermarkt.technology/portrait/small/723816-1690810145.png?lm=1,20,-
Julian Schwarz,SSV Homburg-Nümbrecht II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Felix Ratzenböck,SU Bad Leonfelden,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Mohammad Sadeqi,FC Liefering,https://img.a.transfermarkt.technology/portrait/small/610393-1693045583.png?lm=1,19,€150k
Benjamin Hamzic,Union Gurten II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Niklas Pertlwieser,Wolfsberger AC II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Paul Horvath,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Gabriel Egger,SGA Sirnitz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
Alejandro Ives Mazzoni,None,None,None,None
Jacopo Bonella,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Marko Augustinovic,Without Club,https://img.a.transfermarkt.technology/portrait/small/523302-1570708599.jpeg?lm=1,25,-
Yunus Karakaya,FC Blau-Weiss Linz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
Jakob Stippernitz,SV Glanegg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Belmin Bevab,TUS Heiligenkreuz am Waasen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Moussa Sanogo,Jeunesse Club d'Abidjan,https://img.a.transfermarkt.technology/portrait/small/13085-1618580836.jpg?lm=1,40,-
Finn Lanser,Cal State Athletics (Cal State University L.A.),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Stefan Bauer,TSV Bernhausen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Rafael,São Paulo Futebol Clube,https://img.a.transfermarkt.technology/portrait/small/68097-1583846986.jpg?lm=1,34,€400k
Bright Management Group,None,None,None,None
Gregor Kobel,Borussia Dortmund,https://img.a.transfermarkt.technology/portrait/small/257814-1661412809.jpg?lm=1,25,€35.00m
Tiago Vilela,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Promoesport,None,None,None,None
Luca Virelli, Canelli SDS 1922,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Flavinho,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
None,None,None,None,None
